#Date: 9 June 2021
#Data extracted from tr20271121628.hld file
#T1(TRB=2) / T3(TRB=0) / T4(TRB=1)
#nEvent nTRB row col time(ns) charge(ns)
425 2 1 10 3807.12 300.827 
425 0 4 10 3810.72 409.292 
425 0 3 10 3810.94 119.508 
425 1 5 9 3814.21 126.985 
426 2 8 11 3812.09 1293.71 
426 0 9 11 3780.26 157.655 
426 1 10 11 3783.18 698.85 
427 2 6 10 3811.08 2752.72 
427 0 6 7 3814.56 236.644 
427 1 6 4 3817.65 293.444 
428 2 2 8 3806.11 306.939 
428 0 4 7 3809.42 453.399 
428 1 6 10 3812.78 267.347 
428 1 6 7 3812.34 170.426 
429 2 6 9 3807.92 511.867 
429 0 7 7 3812.86 155.765 
429 1 7 5 3815.04 67.5085 
430 2 3 6 3809.21 267.958 
430 0 2 7 3812.83 570.755 
430 1 2 8 3816.44 527.396 
430 1 1 8 3816.19 2619.48 
431 2 4 6 3811.33 1257.15 
431 0 1 5 3812.11 1990.67 
431 0 3 5 3815.2 575.817 
431 1 1 5 3818.55 683.901 
432 2 6 9 3807.65 365.842 
432 0 4 11 3810.12 71.9045 
432 1 1 11 3813.77 409.433 
433 2 6 1 3810.95 1141.44 
433 0 4 2 3814.76 394.131 
433 1 2 3 3818.4 580.918 
434 2 2 1 3811.77 1117.54 
434 0 4 4 3815.28 923.136 
434 1 5 6 3818.15 298.701 
435 2 4 12 3806.86 1163.91 
435 0 5 10 3810.82 227.583 
435 1 6 9 3813.57 179.276 
436 2 5 9 3804.82 1335.34 
436 0 4 7 3807.71 603.179 
436 0 3 7 3808.39 63.1715 
436 1 2 6 3811.21 338.209 
437 2 2 1 3810.42 2462.3 
437 0 3 3 3815.38 329.404 
437 0 3 4 3815.64 197.755 
437 1 3 6 3817.8 799.823 
438 2 3 12 3808.66 496.209 
438 2 2 12 3808.45 288.452 
438 0 3 8 3812.59 285.355 
438 1 4 4 3816.39 266.551 
439 2 4 11 3807.39 246.041 
439 2 3 11 3807.42 274.288 
439 0 3 9 3811.57 228.653 
439 1 3 6 3815.16 828.158 
440 2 1 4 3814.89 447.104 
440 0 2 3 3817.79 7562.63 
440 0 2 4 3819.64 102.662 
440 1 3 3 3822.17 120.747 
440 1 4 3 3822.92 143.856 
441 2 3 10 3807.31 656.242 
441 0 3 10 3810.39 337.495 
441 1 3 9 3813.71 246.189 
442 2 10 3 3809.18 933.092 
442 0 5 2 3794.91 972.09 
442 1 1 1 3797.54 579.674 
443 2 3 10 3806.81 857.883 
443 0 5 8 3810.06 426.005 
443 1 7 8 3813.4 475.383 
444 2 6 11 3809.15 891.471 
444 0 7 11 3812.44 571.866 
444 1 7 10 3814.68 864.995 
445 2 10 6 3806.48 357.243 
445 0 6 5 3810.22 95.6283 
445 1 3 4 3814.63 327.527 
445 1 4 4 3813.87 49.54 
445 1 4 5 3813.85 506.901 
446 2 10 11 3812.03 631.469 
446 0 7 11 3816.11 318.471 
446 1 3 11 3819.52 719.875 
447 2 8 6 3806.55 871.006 
447 0 7 4 3773.56 125.88 
447 1 7 2 3777.3 1342.64 
448 2 3 9 3806.24 688.051 
448 0 3 9 3810.45 247.326 
448 1 3 8 3814 346.802 
449 2 3 10 3808.59 1138.91 
449 0 4 8 3812.18 367.289 
449 1 5 5 3815.13 337.243 
450 2 4 11 3813.42 2015.31 
450 2 3 11 3813.89 938.671 
450 0 2 10 3817.11 521.933 
450 1 1 8 3820.2 1534.82 
451 2 4 9 3805.91 2010.58 
451 0 6 8 3809.32 488.668 
451 1 6 7 3812.37 43.8827 
452 2 9 12 3810.35 1551.18 
452 0 7 9 3813.92 285.66 
452 1 4 6 3817.49 461.044 
453 2 1 3 3813.73 489.897 
453 0 3 2 3817.64 557.69 
453 1 5 2 3820.81 827.564 
454 2 5 1 3814.87 646.842 
454 0 2 2 3799.22 1000.96 
454 0 3 1 3799.57 968.217 
454 1 1 1 3802.25 1304.09 
455 2 8 5 3819.12 1052.13 
455 0 9 8 3787.35 353.733 
455 1 10 11 3791.35 358.47 
456 2 6 1 3817.61 97.2637 
456 0 6 7 3822.19 84.042 
456 1 5 11 3825.52 807.972 
457 2 2 1 3809.3 1094.29 
457 0 4 2 3812.91 300.433 
457 1 6 2 3815.16 155.77 
458 2 6 2 3806.61 469.307 
458 0 4 5 3811.99 700.432 
458 1 2 8 3815.13 115.538 
459 2 9 12 3809.83 911.092 
459 0 8 9 3814.35 229.717 
459 1 6 7 3817.07 426.26 
460 2 7 7 3806.22 640.272 
460 0 9 6 3774.22 84.2928 
460 1 10 5 3775.63 26.364 
460 1 10 4 3776.39 143.219 
461 2 4 7 3803.29 251.013 
461 0 4 6 3808.72 508.538 
461 1 3 5 3811.85 1306.84 
462 2 7 11 3812.56 1805.49 
462 0 5 11 3816.58 444.846 
462 1 2 10 3820.2 936.405 
462 1 2 11 3819.47 1329.68 
463 2 9 12 3813.81 860.367 
463 2 8 10 3813.78 738.218 
463 0 7 9 3817.1 128.105 
463 1 8 11 3820.65 471.748 
463 1 6 8 3820.35 251.919 
464 2 10 7 3806.2 1729.93 
464 0 9 6 3773.05 175.249 
464 0 9 5 3772.78 384.22 
464 1 7 3 3775.28 1262.11 
464 1 8 4 3776.21 554.795 
465 2 5 7 3806.76 533.95 
465 0 5 8 3810.66 279.708 
465 1 4 10 3813.79 260.462 
466 2 2 10 3806.59 579.596 
466 0 1 5 3805.64 416.446 
466 1 1 10 3820.42 14.153 
466 1 1 1 3793.79 189.754 
466 1 1 3 3813.1 7.32568 
466 1 2 1 3808.82 1.52184 
466 1 4 1 3814.07 14.508 
466 1 5 1 3794.55 24.4527 
467 2 8 10 3812.96 189.091 
467 2 7 11 3812.54 1552.02 
467 2 7 10 3813.03 345.41 
467 2 6 10 3812.41 613.733 
467 0 8 10 3780.71 213.97 
467 0 7 8 3815.9 525.191 
467 1 7 6 3818.41 114.34 
468 2 3 12 3815.82 1038.77 
468 2 1 11 3816.31 0.581671 
468 2 10 12 3822.48 4.56864 
468 0 6 12 3820.71 272.728 
468 1 9 11 3823.59 190.428 
468 1 9 9 3799.39 566.789 
469 2 5 5 3816.53 1796.72 
469 0 7 8 3820.93 165.529 
469 1 8 11 3824.37 558.915 
470 2 3 8 3804.26 353.299 
470 0 2 7 3808.51 399.75 
470 1 2 5 3811.92 801.313 
471 2 4 8 3806.04 346.084 
471 0 4 7 3810.85 117.025 
471 1 3 5 3814.25 900.318 
472 2 1 7 3805.85 96.1288 
472 0 2 5 3808.46 668.761 
472 1 4 4 3811.74 333.276 
473 2 1 10 3808.15 2549 
473 0 3 8 3813.03 127.75 
473 1 5 4 3816.06 885.192 
474 2 10 11 3811.53 2259.37 
474 0 6 9 3815.02 160.654 
474 1 2 7 3818.86 80.1341 
474 1 1 7 3819.83 471.268 
475 2 5 7 3804.89 522.85 
475 0 4 5 3810.57 811.276 
475 1 3 3 3813.06 528.079 
476 2 8 12 3807.95 937.766 
476 0 6 9 3812.51 409.321 
476 1 3 5 3815.78 2125.91 
477 2 7 10 3808.93 1077.14 
477 0 5 9 3812.23 201.204 
477 1 3 3 3816.36 803.307 
478 2 9 7 3809.29 1572.82 
478 0 6 10 3813.77 164.503 
478 1 3 12 3817.23 383.232 
479 2 2 8 3805.83 578.943 
479 0 2 9 3809.83 247.632 
479 1 1 10 3813.05 396.251 
480 2 2 2 3809.25 1944.17 
480 0 2 4 3813.15 995.064 
480 1 3 6 3816.66 911.092 
481 2 10 11 3811.01 687.645 
481 0 7 10 3815.86 443.675 
481 1 3 10 3818.67 729.111 
482 2 8 7 3808.28 206.587 
482 0 7 8 3810.76 60.6063 
482 1 5 8 3813.65 388.175 
483 2 7 9 3810.07 661.322 
483 0 4 9 3813.91 94.5089 
483 0 3 12 3606.54 234.436 
483 1 2 7 3816.49 97.3028 
484 2 4 9 3901 392.283 
484 2 4 10 3808.31 21072.5 
484 2 3 10 3901.65 7.88951 
484 0 6 9 3811.8 562.836 
484 1 4 5 3815.32 847.626 
484 1 4 6 3815.29 23.5306 
485 2 7 11 3811.12 487.65 
485 0 5 8 3816.4 261.625 
485 1 3 8 3818.98 218.252 
486 2 10 11 3810.94 715.906 
486 0 5 11 3815.31 329.234 
486 1 1 10 3818.08 2489.03 
487 2 9 12 3810.14 1184.48 
487 0 9 7 3777.12 153.534 
487 1 9 3 3780.39 522.748 
488 2 7 3 3823.4 8.13372 
488 0 10 7 3777.58 32.8201 
488 0 10 6 3775.55 20.0256 
488 1 10 10 3779.8 872.174 
489 2 9 6 3814.59 204.928 
489 0 6 7 3817.96 298.309 
489 1 3 8 3821.77 799.946 
490 2 4 10 3807.39 943.023 
490 0 4 9 3810.94 227.025 
490 1 4 7 3814.29 194.489 
490 1 3 7 3813.95 35.9981 
491 2 3 2 3812.48 844.152 
491 0 3 2 3816.65 458.548 
491 1 3 2 3819.32 596.284 
492 2 1 7 3803.91 43.7689 
492 0 2 7 3807.16 102.723 
492 1 3 6 3809.65 585.791 
493 2 4 12 3810.74 857.151 
493 0 4 10 3814.28 427.952 
493 0 9 10 3778.57 5612.53 
493 0 8 12 3779.82 21.3129 
493 0 8 10 3780.64 569.778 
493 1 10 9 3782.78 516.562 
494 2 3 9 3806.3 548.457 
494 0 4 8 3810.16 160.264 
494 1 5 7 3813.34 176.911 
495 2 5 10 3808.04 676.793 
495 0 6 9 3811.29 285.573 
495 1 7 7 3813.74 3.60265 
495 1 6 8 3814.55 135.075 
495 1 6 7 3814.46 250.923 
496 2 8 12 3811.12 756.969 
496 0 7 9 3814.73 341.098 
496 1 6 6 3817.97 82.8186 
497 2 5 5 3808.61 988.869 
497 0 4 5 3812.68 1069.99 
497 1 2 4 3816.02 288.013 
498 2 4 7 3810.85 117.456 
498 2 3 7 3810.9 606.495 
498 2 3 8 3811.62 134.894 
498 0 4 10 3814.49 211.639 
498 1 5 11 3818.14 571.863 
499 2 6 6 3816.92 576.95 
499 0 7 9 3820.65 204.078 
499 1 8 11 3823.7 474.686 
500 2 7 11 3815.38 953.548 
500 2 6 11 3815.82 246.843 
500 0 8 11 3783.36 195.709 
500 0 6 12 3819.55 279.921 
500 1 7 12 3821.56 65.1185 
500 1 4 5 3942.73 860.454 
501 2 7 8 3806.47 342.204 
501 0 4 8 3811.08 230.29 
501 1 1 8 3814.9 1451.57 
502 2 1 6 3812.02 196.574 
502 0 2 4 3814.34 1148.43 
502 1 2 2 3818.08 214.641 
503 2 8 4 3816.09 1296.2 
503 0 9 7 3782.87 227.772 
503 1 10 10 3788.07 165.533 
503 1 9 10 3785.6 28.3231 
504 2 8 10 3813.67 361.582 
504 2 8 9 3813.92 230.708 
504 0 9 10 3781.45 137.37 
504 1 9 10 3783.83 176.535 
505 2 4 8 3810.78 297.997 
505 2 3 11 3810.53 900.977 
505 0 5 7 3814.42 326.373 
505 0 3 8 3813.9 168.42 
505 1 6 6 3817.86 112.623 
505 1 5 4 3817.21 3898.21 
506 2 2 12 3807.68 973.98 
506 0 3 10 3811.61 76.9521 
506 0 7 9 3473.39 557.528 
506 1 3 8 3814.77 139.226 
507 2 1 4 3810.7 465.05 
507 0 3 4 3813.59 1320.32 
507 1 5 3 3817.06 818.966 
508 2 3 10 3808.35 205.919 
508 2 2 10 3807.71 827.383 
508 0 5 10 3811.33 116.278 
508 1 7 10 3814.46 360.494 
509 2 6 11 3817.95 1616.28 
509 2 8 6 3816.71 280.809 
509 0 7 9 3820.45 361.107 
509 1 6 11 3823.39 399.581 
510 2 1 6 3816.38 1135.89 
510 0 5 9 3819.31 86.9849 
510 0 6 9 3819.68 271.216 
510 0 6 7 3820.25 315.748 
510 1 9 11 3823.73 598.397 
511 2 2 8 3806.47 1091.34 
511 0 4 8 3809.96 188.052 
511 1 5 9 3813.52 36.3236 
512 2 9 12 3813.63 1000.7 
512 0 7 8 3817.77 331.587 
512 1 4 3 3821.85 360.545 
513 2 3 6 3808.23 607.641 
513 0 4 7 3813.78 104.4 
513 1 4 9 3816.86 517.387 
514 2 4 8 3803.18 258.514 
514 0 4 10 3807.2 200.082 
514 1 3 11 3810.9 724.508 
515 2 8 5 3810.4 1345.83 
515 0 9 6 3777.57 236.861 
515 1 9 7 3780.13 65.9007 
516 2 10 11 3811.51 1504.55 
516 2 10 10 3811.22 82.7174 
516 0 10 8 3778.14 109.063 
516 1 10 5 3782.08 332.715 
517 2 3 12 3807.37 2887.36 
517 0 4 10 3811.27 330.823 
517 1 4 8 3814.59 369.843 
518 2 8 11 3807.25 629.698 
518 0 7 10 3811.62 612.851 
518 1 5 9 3814.35 206.89 
519 2 9 11 3811.94 1085.94 
519 0 7 11 3816.59 150.092 
519 1 5 10 3819.16 253.992 
520 0 4 7 3808.99 621.046 
520 0 1 11 1660.81 230.685 
520 1 4 8 3812.69 480.952 
520 1 9 3 3776.74 2000.26 
521 0 4 9 3808.99 584.141 
521 1 7 8 3813.08 451.641 
522 2 3 11 3806.52 909.381 
522 0 2 7 3809.54 370.773 
522 1 1 5 3812.9 586.491 
523 2 4 7 3802.17 294.324 
523 0 6 4 3394.87 53.6396 
523 1 7 1 3398.47 668.794 
524 2 10 10 3809.89 413.362 
524 2 9 10 3810.41 115.123 
524 0 8 8 3814.1 148.21 
524 0 3 2 3550.83 798.544 
524 1 6 6 3817.4 129.301 
525 2 3 4 3804.5 2472.79 
525 0 4 7 3809.41 108.624 
525 1 4 9 3812.43 359.122 
526 2 7 9 3808.73 336.221 
526 0 6 10 3812.54 148.359 
526 1 5 12 3815.16 563.399 
527 2 8 12 3808.39 887.419 
527 0 9 8 3776.42 214.73 
527 1 9 4 3778.75 71.0685 
527 1 9 3 3779.18 173.994 
528 2 9 5 3814.41 322.796 
528 0 6 8 3819.21 228.172 
528 1 4 11 3822.47 476.967 
529 2 4 5 3809.79 1149.7 
529 0 3 4 3814.61 887.363 
529 1 2 3 3816.86 498.647 
530 2 9 10 3808.24 484.52 
530 0 7 11 3813.13 301.081 
530 1 5 11 3816.76 561.185 
531 2 8 11 3806.67 847.817 
531 0 5 8 3812.03 209.216 
531 1 2 7 3815.28 604.025 
532 2 10 6 3811.79 742.075 
532 0 6 7 3817.25 57.8822 
532 1 2 8 3819.74 1814.31 
533 2 4 12 3813.55 434.608 
533 2 1 11 3812.39 612.294 
533 2 4 3 3812.22 1048.6 
533 0 1 9 3806.07 986.023 
533 0 4 5 3817.51 144.031 
533 0 5 1 3404.07 1077.1 
533 1 7 2 3782.49 1213.59 
533 1 7 1 3407.92 585.761 
533 1 2 6 3818.8 204.633 
534 2 7 7 3807.32 762.856 
534 0 7 9 3810.55 115.607 
534 1 6 11 3814.29 127.649 
535 2 6 10 3810.27 838.554 
535 0 6 9 3814.11 241.877 
535 1 5 9 3817.56 417.931 
536 2 9 4 3807.96 584.071 
536 2 2 4 3807.6 1017.46 
536 0 2 7 3812.21 98.4758 
536 1 1 9 3815.08 1312.45 
537 2 7 9 3807.65 2528 
537 0 4 12 3797.57 497.045 
537 0 3 10 3810 1007.54 
537 1 4 11 3812.16 694.337 
537 1 8 12 3775.29 467.508 
538 2 4 10 3807.95 1022.06 
538 0 5 8 3811.86 542.148 
538 0 4 10 3811.14 176.579 
538 0 4 11 3811.19 159.833 
538 1 4 12 3814.4 317.257 
538 1 3 11 3814.3 384.539 
539 2 9 9 3808.57 555.114 
539 0 6 8 3812.46 104.305 
539 1 3 6 3815.52 1115.86 
540 2 2 10 3808.15 1142.77 
540 0 4 8 3811.27 1187.16 
540 0 3 8 3811.54 702.885 
540 0 3 9 3811.83 35.0392 
540 1 5 7 3814.41 1547.05 
540 1 4 7 3814.95 382.416 
540 1 6 6 3815.54 358.757 
540 1 7 4 3816.65 224.147 
540 1 5 6 3814.93 31.6145 
541 2 9 7 3810.04 604.699 
541 2 6 10 3811.58 391.84 
541 2 6 8 3809.56 1450.85 
541 0 4 10 3813.35 192.306 
541 1 3 12 3816.94 110.481 
542 2 3 8 3805.66 454.314 
542 0 5 9 3809.3 235.46 
542 1 6 5 3813.02 1249 
543 2 2 11 3806.25 1600.22 
543 0 2 9 3809.92 134.411 
543 1 2 6 3813.81 238.779 
544 2 6 12 3811.16 885.313 
544 0 5 10 3814.05 403.603 
544 1 3 8 3817.77 632.021 
545 2 3 10 3808.22 1162.5 
545 0 5 8 3811.53 503.069 
545 1 7 8 3815.13 214.648 
546 2 5 1 3811.95 892.194 
546 0 4 5 3816.54 612.237 
546 1 3 9 3819.06 42.6293 
547 2 3 3 3811.82 170.52 
547 0 5 3 3815.13 269.917 
547 1 6 4 3819.96 11.1777 
547 1 5 4 3817.7 3602.06 
548 2 8 4 3806.31 700.412 
548 2 9 4 3807.16 306.765 
548 2 10 4 3806.26 643.774 
548 0 10 4 3773.27 122.8 
548 1 10 5 3776.6 1042.08 
548 1 10 3 3776.08 491.063 
549 2 3 7 3804.84 1082.07 
549 0 2 6 3808.81 751.736 
549 1 2 2 3811.98 845.628 
549 1 4 4 3811.7 108126 
549 1 5 4 3871.92 39.0577 
550 2 4 11 3806.41 242.329 
550 0 4 10 3808.91 377.364 
550 1 4 9 3811.41 30.3295 
551 2 2 9 3806.61 427.336 
551 0 4 8 3809.81 357.399 
551 1 5 8 3813.37 166.027 
552 2 10 8 3810.12 1275.29 
552 0 7 8 3815.18 173.503 
552 1 4 8 3817.77 395.666 
553 2 4 10 3810.17 978.405 
553 0 5 8 3813.78 311.46 
553 1 6 7 3817.07 506.148 
554 2 2 5 3812.27 193.933 
554 0 2 3 3816.23 810.735 
554 1 2 2 3819.59 408.615 
555 2 5 11 3816.45 287.382 
555 2 4 10 3817.24 1001.27 
555 2 6 9 3817.21 906.465 
555 2 8 6 3818.68 1237.16 
555 0 8 10 3785.99 376.095 
555 0 8 9 3821.39 343.543 
555 0 7 9 3819.8 245.682 
555 1 6 8 3823.34 175.475 
556 2 5 6 3810.59 669.231 
556 0 3 8 3813.57 535.503 
556 1 5 9 3817.7 326.603 
556 1 4 6 3816.29 644.967 
557 2 2 5 3811.12 1763.37 
557 0 3 9 3814.95 213.467 
557 1 4 12 3818.52 513.479 
558 2 6 1 3813.05 609.133 
558 0 8 3 3780.57 485.429 
558 1 9 4 3783.12 492.313 
559 2 3 1 3809.75 635.44 
559 0 7 1 3402.71 53.5493 
559 1 10 2 3406 685.669 
560 2 2 4 3809.33 551.316 
560 0 3 8 3813.86 377.195 
560 1 4 11 3817.18 1183.72 
561 2 6 12 3810.98 1168.79 
561 0 6 11 3815.13 259.877 
561 1 5 11 3818.37 799.204 
562 2 2 2 3810.11 1313.16 
562 2 4 2 3808.96 617.603 
562 0 5 9 3813.36 547.391 
562 0 8 5 1663.75 18.3042 
562 1 4 8 3816.19 109.97 
562 1 5 6 3816.65 71.5221 
563 2 7 9 3812.17 1532.86 
563 2 6 12 3811.69 1205.75 
563 0 5 7 3814.9 319.509 
563 1 4 7 3818.33 356.231 
564 2 8 5 3817.04 1874.56 
564 2 9 5 3817.16 251.664 
564 0 7 7 3821.21 122.966 
564 1 6 9 3824.25 206.576 
565 2 10 11 3811.91 1197.18 
565 0 10 9 3779.3 161.605 
565 1 9 7 3782.17 388.437 
566 2 10 6 3805.14 156.046 
566 0 10 6 3773.2 522.226 
566 1 10 6 3775.98 1579.15 
567 2 10 4 3812.65 879.01 
567 2 10 3 3813.09 56.0357 
567 0 8 3 3779.78 406.876 
567 1 7 3 3782.2 955.312 
568 2 4 5 3809.02 788.534 
568 0 3 7 3812.71 323.332 
568 1 1 8 3816.41 525.543 
569 2 7 8 3808.73 1355.2 
569 2 8 4 3808.67 700.412 
569 2 1 2 3809.8 2672.25 
569 0 5 7 3811.91 101.533 
569 0 9 3 3400.66 284.179 
569 1 3 9 3815.76 242.477 
570 2 4 5 3809.42 1489.49 
570 0 4 4 3814.07 600.736 
570 1 5 3 3817.08 874.743 
571 2 7 8 3809.02 703.86 
571 0 4 9 3812.28 98.771 
571 1 1 10 3816.09 1057.37 
572 2 4 1 3810.25 517.805 
572 0 2 4 3815.28 530.017 
572 1 1 7 3818.1 61.3154 
572 1 1 6 3817.59 49.8981 
573 2 6 6 3808.41 592.678 
573 0 4 6 3813.16 331.823 
573 1 2 6 3815.44 300.318 
574 2 10 8 3807.8 1031.95 
574 0 10 7 3776.23 50.709 
574 0 9 7 3774.82 223.993 
574 1 9 7 3778.4 146.17 
575 2 5 8 3805.59 550.867 
575 0 8 10 3774.78 92.6425 
575 1 10 11 3777.57 528.002 
576 2 1 2 3813.03 2272.62 
576 0 2 4 3816.58 549.219 
576 1 4 4 3820.03 175.475 
577 2 10 3 3809.04 882.687 
577 0 8 3 3776.23 461.937 
577 1 7 2 3779.58 833.188 
578 2 3 10 3807.29 1098.6 
578 0 5 8 3811.19 293.945 
578 1 6 7 3813.79 125.689 
579 2 3 8 3805.35 720.94 
579 0 3 9 3808.52 564.09 
579 1 3 10 3812.12 416.214 
580 2 5 12 3805.96 432.089 
580 0 6 9 3809.89 238.15 
580 1 7 7 3812.99 186.756 
580 1 6 5 3813.58 549.297 
581 2 1 9 3806.72 210.951 
581 0 2 9 3810.28 601.086 
581 1 2 11 3813.78 1338.99 
582 2 8 10 3808.32 1138.2 
582 0 7 7 3811.98 281.24 
582 1 5 4 3815.38 655.902 
583 2 6 4 3815.52 251.336 
583 2 6 3 3815.95 985.468 
583 2 6 1 3815.31 518.114 
583 2 7 4 3814.77 917.071 
583 2 7 3 3817.15 83.8617 
583 0 6 3 3798.56 247.065 
583 0 6 2 3782.63 145.08 
583 0 5 3 3819.16 626.794 
583 1 2 2 3822.47 241.042 
583 1 5 2 3822.15 743.297 
584 2 8 8 3812.08 1077.49 
584 0 6 10 3816.61 557.352 
584 1 3 11 3819.98 660.416 
585 2 7 3 3807.71 821.416 
585 0 4 2 3811.93 82.3343 
585 1 1 2 3815.32 464.769 
586 2 3 10 3806.58 1208.12 
586 0 5 8 3809.93 300.988 
586 1 6 7 3813.29 294.237 
587 2 1 4 3811.09 3319.78 
587 0 2 4 3815.14 769.416 
587 0 3 5 3814.8 256.2 
587 1 7 3 3780.29 2294.74 
587 1 5 5 3817.45 854.424 
588 2 2 1 3810.54 52.8489 
588 0 2 4 3814.73 1082.7 
588 1 3 6 3817.49 1386.76 
589 2 4 7 3804.53 378.907 
589 0 5 9 3810.05 141.512 
589 1 7 6 3812.97 183.416 
590 2 9 9 3807.71 1468.41 
590 0 7 9 3810.98 285.66 
590 1 5 8 3814.32 283.217 
591 2 4 7 3803.32 1066.99 
591 0 6 8 3807.39 181.913 
591 1 7 9 3810.89 221.343 
592 2 4 10 3806.29 180.324 
592 0 3 7 3809.44 357.054 
592 1 1 5 3813.08 721.555 
593 2 4 6 3809.56 963.199 
593 0 4 6 3813.17 547.402 
593 1 4 6 3815.92 219.013 
594 2 3 1 3811.55 2468.17 
594 0 4 4 3814.95 2248.87 
594 1 4 6 3818.36 215.202 
595 2 8 10 3808.82 1146.75 
595 0 7 8 3812.29 99.5304 
595 1 5 5 3815.56 599.36 
596 2 7 4 3819.11 832.161 
596 0 6 8 3822.56 116.931 
596 1 4 11 3826.01 761.256 
597 2 10 12 3810.35 1418.35 
597 0 7 10 3815.82 354.86 
597 1 3 9 3818.51 377.917 
598 2 3 1 3812.81 1131.64 
598 0 3 3 3816.56 537.252 
598 1 4 4 3819.22 302.226 
599 2 2 3 3809.62 184.837 
599 0 5 4 3813.65 776.998 
599 1 7 4 3816.84 720.029 
600 2 10 3 3812.29 587.131 
600 0 5 4 3816.45 694.407 
600 1 1 10 3823.42 4.95953 
600 1 1 3 3819.14 74.4445 
600 1 1 5 3819.57 1644.87 
601 2 10 10 3809.99 112.524 
601 2 10 9 3809.77 363.896 
601 0 9 7 3775.82 60.6915 
601 1 8 5 3779.2 492.604 
602 2 7 4 3823.16 866.441 
602 2 8 4 3823.9 152.133 
602 2 8 3 3823.31 654.636 
602 0 10 11 3788.72 399.662 
602 0 10 10 3788.47 197.347 
602 1 6 9 3826.72 44.9116 
602 1 10 6 3791.16 752.319 
603 2 6 2 3816.46 427.091 
603 0 6 9 3820.77 180.569 
603 1 7 10 3823.91 671.657 
604 2 2 3 3812.21 848.433 
604 0 2 4 3816.11 728.535 
604 1 1 4 3818.18 129.588 
604 1 2 5 3817.54 29.9746 
605 2 5 6 3815.95 214.871 
605 0 7 7 3820.09 427.323 
605 1 8 8 3823.21 624.094 
605 1 10 4 4349.11 93.0615 
606 2 2 7 3811.07 707.405 
606 2 2 6 3810.76 563.828 
606 0 4 7 3814.86 129.508 
606 0 4 10 3814.08 152.546 
606 1 5 7 3817.33 264.232 
607 2 5 5 3814.1 1275.94 
607 0 4 3 3818.82 1421.17 
607 0 4 4 3819.34 349.12 
607 1 3 2 3822.34 730.242 
608 2 1 9 3807.47 593.993 
608 0 3 8 3811.21 436.989 
608 1 5 7 3814.89 267.865 
609 2 2 7 3804.15 748.921 
609 0 3 6 3807.74 236.842 
609 1 3 4 3811.31 253.069 
610 2 3 8 3808.07 1707.52 
610 2 6 7 3810.17 179.417 
610 0 3 8 3811.53 89.8108 
610 0 2 8 3812.06 532.067 
610 1 2 7 3814.73 97.3028 
610 1 1 7 3815.54 355.652 
610 1 7 9 3815.3 190.528 
611 2 2 7 3806.91 884.135 
611 0 2 8 3810.65 270.109 
611 1 1 8 3814.35 325.192 
611 1 1 9 3814.39 263.886 
612 2 2 7 3805.12 634.875 
612 0 4 7 3809.86 104.4 
612 1 5 8 3813.2 201.433 
613 2 7 5 3818.93 147.301 
613 0 7 8 3823.57 549.932 
613 1 7 10 3826.91 175.977 
613 1 6 10 3826.74 184.239 
614 2 9 9 3809.61 1066.29 
614 0 8 9 3813.56 101.805 
614 1 5 9 3816.48 54.159 
615 2 2 7 3809.55 93.7679 
615 2 1 7 3808.78 158.305 
615 0 3 5 3812.7 156.128 
615 1 4 2 3816.7 935.304 
616 2 3 5 3807.99 237.521 
616 0 3 5 3811.92 865.075 
616 1 3 5 3815.57 1327.61 
617 2 7 4 3812.89 1151.79 
617 0 6 7 3817.51 62.2841 
617 1 5 9 3819.57 89.0184 
618 2 9 2 3812.75 756.766 
618 0 8 3 3780.22 324.784 
618 1 7 3 3782.25 773.625 
619 2 5 10 3807.89 360.926 
619 2 6 10 3808.11 352.684 
619 0 4 8 3811.63 160.264 
619 1 2 7 3815.3 369.873 
620 2 6 6 3810.17 906.135 
620 0 4 7 3813.8 239.506 
620 1 3 8 3817.01 329.909 
620 1 2 8 3816.82 23.9199 
621 2 10 12 3809.68 2399.24 
621 0 10 9 3777.12 440.941 
621 1 9 6 3781.7 427.254 
621 1 9 5 3780.34 18.537 
622 2 6 6 3805.08 413.41 
622 0 5 9 3809.01 69.6574 
622 1 5 7 3812.3 538.626 
623 2 10 5 3808.77 1606.78 
623 2 10 4 3808.8 83.3689 
623 0 10 5 3777.85 162.495 
623 1 9 6 3781.04 656.884 
624 2 2 11 3807.53 378.443 
624 0 2 7 3811.5 274.707 
624 1 1 5 3814.82 679.11 
625 2 3 2 3812.13 4708.28 
625 0 5 3 3815.33 501.021 
625 1 6 4 3817.66 397.368 
626 2 4 9 3807.1 460.151 
626 0 4 8 3809.91 354.079 
626 1 3 7 3813.16 221.897 
627 2 8 4 3809.09 629.931 
627 0 9 6 3776.47 92.8782 
627 1 10 8 3784.72 49.599 
627 1 10 7 3779.2 194.14 
628 2 2 6 3811.64 561.147 
628 0 2 6 3815.97 1303.55 
628 1 2 4 3818.84 512.498 
629 2 3 11 3807.15 1399.19 
629 0 5 8 3810.07 321.822 
629 1 7 8 3813.57 89.1191 
629 1 7 7 3813.51 126.231 
630 2 10 11 3809.14 247.451 
630 2 8 9 3808.63 657.496 
630 0 4 6 3814.55 555.533 
630 1 1 3 3817.31 801.389 
631 2 9 9 3807.87 541.519 
631 0 7 9 3811.06 207.93 
631 1 4 9 3814.35 190.089 
